rank,finalWorth,category,personName,age,country,city,source,selfMade,gender,lastName,firstName
2259,1200,Manufacturing,Wang Shih-Chung,61,Taiwan,Taipei,Pneumatic equipments,TRUE,M,Wang,Shih-Chung
2259,1200,Manufacturing,Wang Xiaoshen,54,China,Urumchi,Lithium,TRUE,M,Wang,Xiaoshen
2259,1200,Diversified,J. Wayne Weaver,87,United States,Jacksonville,Shoes,TRUE,M,Weaver,J. Wayne
2259,1200,Food & Beverage,Drorit Wertheim,67,Israel,Bnei Atarot,Coca Cola Israel,FALSE,F,Wertheim,Drorit
2259,1200,Finance & Investments,Cameron Winklevoss,41,United States,New York,Cryptocurrency,TRUE,M,Winklevoss,Cameron
2259,1200,Finance & Investments,Tyler Winklevoss,41,United States,New York,Cryptocurrency,TRUE,M,Winklevoss,Tyler
2259,1200,Manufacturing,Wu Chung-yi,67,Taiwan,Chang Hwa County,Manufacturing,FALSE,M,Wu,Chung-yi
2259,1200,Finance & Investments,Eugene Wu,77,Taiwan,Taipei,Finance,FALSE,M,Wu,Eugene
2259,1200,Fashion & Retail,Wu Yonghua,52,China,Xiamen,Apparel,TRUE,M,Wu,Yonghua
2259,1200,Manufacturing,Xia Xinde,58,China,Guangzhou,Batteries,TRUE,M,Xia,Xinde
2259,1200,Manufacturing,Wenbo Xiang,60,China,Changsha,Manufacturing,TRUE,M,Xiang,Wenbo
2259,1200,Food & Beverage,Xu Jin,58,China,Huaibei city,Wine,TRUE,M,Xu,Jin
2259,1200,Manufacturing,Xu Shijun & family,60,China,Nantong,Manufacturing,TRUE,M,Xu,Shijun
2259,1200,Service,Wanmao Xu,78,China,Ningbo,Education,TRUE,M,Xu,Wanmao
2259,1200,Manufacturing,Xu Yuejuan,61,China,Hangzhou,Petro Fibre,TRUE,F,Xu,Yuejuan
2259,1200,Healthcare,Vadim Yakunin,60,Russia,Moscow,Pharmacy,TRUE,M,Yakunin,Vadim
2259,1200,Fashion & Retail,Yang Yunyun,46,China,Guangzhou,Retail,TRUE,F,Yang,Yunyun
2259,1200,Technology,Matei Zaharia,37,United States,Berkeley,Data analytics,TRUE,M,Zaharia,Matei
2259,1200,Diversified,Zan Shengda,60,China,Nantong,Diversified,TRUE,M,Zan,Shengda
2259,1200,Technology,Zhang Xuezheng,47,China,Jiaxing,Telecom,TRUE,M,Zhang,Xuezheng
2259,1200,Manufacturing,Zhang Yin,66,China,Dongguan,Paper manufacturing,TRUE,F,Zhang,Yin
2259,1200,Healthcare,Ning Zhao,56,China,Shanghai,Pharmaceuticals,TRUE,F,Zhao,Ning
2259,1200,Manufacturing,Zhou Wen & family,58,China,Shanghai,Chemicals,TRUE,M,Zhou,Wen
2259,1200,Construction & Engineering,Zhu Xingliang,63,China,Suzhou,Construction,TRUE,M,Zhu,Xingliang
2405,1100,Fashion & Retail,Hari Krishan Agarwal,66,India,Delhi,Sports shoes,TRUE,M,Agarwal,Hari Krishan
2405,1100,Energy,Farkhad Akhmedov,67,Russia,Moscow,Investments,TRUE,M,Akhmedov,Farkhad
2405,1100,Healthcare,Prem Kumar Arora,84,Blank,Blank,Pharmaceuticals,FALSE,M,Arora,Prem Kumar
2405,1100,Finance & Investments,Joseph Bae,51,United States,New York,Private equity,TRUE,M,Bae,Joseph
2405,1100,Food & Beverage,Abigail Bennett,42,United States,Rochester,Liquor,FALSE,F,Bennett,Abigail
2405,1100,Fashion & Retail,Sara Blakely,52,United States,Atlanta,Spanx,TRUE,F,Blakely,Sara
2405,1100,Finance & Investments,Lloyd Blankfein,68,United States,New York,Banking,TRUE,M,Blankfein,Lloyd
2405,1100,Diversified,Henadiy Boholyubov,61,Ukraine,Dnipro,"Banking, investments",TRUE,M,Boholyubov,Henadiy
2405,1100,Real Estate,Stephane Bonvin,56,Switzerland,Lens,Real estate,TRUE,M,Bonvin,Stephane
2405,1100,Diversified,Oleg Boyko,58,Switzerland,Lipperswil,Diversified,TRUE,M,Boyko,Oleg
2405,1100,Technology,Ryan Breslow,28,United States,Miami,E-commerce software,TRUE,M,Breslow,Ryan
2405,1100,Fashion & Retail,Thomas Bruch,72,Germany,St. Wendel,Retail,FALSE,M,Bruch,Thomas
2405,1100,Technology,Marina Budiman,61,Indonesia,Jakarta,Data centers,TRUE,F,Budiman,Marina
2405,1100,Food & Beverage,Pradip Burman,80,India,Delhi,Consumer goods,FALSE,M,Burman,Pradip
2405,1100,Healthcare,Cai Hongbin,0,China,Lianyungang,Pharmaceuticals,TRUE,M,Cai,Hongbin
2405,1100,Manufacturing,Cao Kejian,60,China,Quzhou,Air compressors,TRUE,M,Cao,Kejian
2405,1100,Food & Beverage,Giuliana Caprotti,82,Italy,Milan,Supermarkets,FALSE,F,Caprotti,Giuliana
2405,1100,Food & Beverage,Marina Caprotti,45,Italy,Milan,Supermarkets,FALSE,F,Caprotti,Marina
2405,1100,Technology,Chang Jing,40,China,Beijing,Technology,TRUE,M,Chang,Jing
2405,1100,Healthcare,Chen Baohua,61,China,Linhai,Pharmaceutical,TRUE,M,Chen,Baohua
2405,1100,Energy,Gang Chen,55,China,Guangzhou,Solar energy,TRUE,M,Chen,Gang
2405,1100,Logistics,Liying Chen,47,China,Shanghai,Package delivery,TRUE,F,Chen,Liying
2405,1100,Technology,Tony Chen,73,Taiwan,Taichung,Electronics,TRUE,M,Chen,Tony
2405,1100,Manufacturing,Chen Xueling,55,China,Shantou,Stationery,TRUE,F,Chen,Xueling
2405,1100,Food & Beverage,Cheng Lili,58,China,Changzhou,Poultry breeding,TRUE,M,Cheng,Lili
2405,1100,Technology,Cho Jyh-jer,0,Blank,Blank,Semiconductors,TRUE,M,Cho,Jyh-jer
2405,1100,Technology,Weili Dai,61,United States,Las Vegas,Semiconductors,TRUE,F,Dai,Weili
2405,1100,Food & Beverage,Carmen Daurella Aguilera,0,Spain,Barcelona,Coca-Cola bottler,FALSE,F,Daurella Aguilera,Carmen
2405,1100,Manufacturing,Deng Yingzhong,72,China,Zhongshan,Paper,TRUE,M,Deng,Yingzhong
2405,1100,Finance & Investments,Shlomo Eliahu,87,Israel,Tel Aviv,Insurance,TRUE,M,Eliahu,Shlomo
2405,1100,Finance & Investments,Henry Engelhardt,65,United Kingdom,Cardiff,Insurance,TRUE,M,Engelhardt,Henry
2405,1100,Service,Gabriel Escarrer,88,Spain,Palma de Majorca,Hotels,TRUE,M,Escarrer,Gabriel
2405,1100,Manufacturing,Daniel Feffer,63,Brazil,São Paulo,Pulp and paper,FALSE,M,Feffer,Daniel
2405,1100,Manufacturing,Ruben Feffer,53,Brazil,São Paulo,Pulp and paper,FALSE,M,Feffer,Ruben
2405,1100,Telecom,Gleb Fetisov,56,Cyprus,Limassol,Investments,TRUE,M,Fetisov,Gleb
2405,1100,Fashion & Retail,Paul Fireman,79,United States,Brookline,Reebok,TRUE,M,Fireman,Paul
2405,1100,Fashion & Retail,Robert Fisher,69,United States,San Francisco,Gap,FALSE,M,Fisher,Robert
2405,1100,Fashion & Retail,Bernd Freier,66,Germany,Rottendorf,Fashion retail,TRUE,M,Freier,Bernd
2405,1100,Manufacturing,Donald Friese,82,United States,Los Angeles,Manufacturing,TRUE,M,Friese,Donald
2405,1100,Healthcare,Gan Zhongru,74,China,Beijing,Pharmaceuticals,TRUE,M,Gan,Zhongru
2405,1100,Fashion & Retail,Rahul Gautam,70,India,Delhi,Mattresses,FALSE,M,Gautam,Rahul
2405,1100,Finance & Investments,David Golub,60,United States,New York,Private equity,TRUE,M,Golub,David
2405,1100,Real Estate,Pavel Golubkov,47,Russia,Moscow,"Building, development",TRUE,M,Golubkov,Pavel
2405,1100,Fashion & Retail,Cristina Green,0,United Kingdom,London,Fashion retail,TRUE,F,Green,Cristina
2405,1100,Fashion & Retail,Philip Green,0,United Kingdom,London,Fashion retail,TRUE,M,Green,Philip
2405,1100,Energy,Said Gutseriev,34,United Kingdom,London,"Retail, investments",FALSE,M,Gutseriev,Said
2405,1100,Service,Polys Haji-Ioannou,63,Monaco,Monaco,EasyJet,FALSE,M,Haji-Ioannou,Polys
2405,1100,Food & Beverage,He Zuxun,57,China,Kunming,Pig breeding,TRUE,M,He,Zuxun
2405,1100,Finance & Investments,Christian Herz,0,Germany,Hamburg,Coffee,FALSE,M,Herz,Christian
2405,1100,Finance & Investments,Michaela Herz,0,Germany,Hamburg,Coffee,FALSE,F,Herz,Michaela
2405,1100,Technology,David Hindawi,78,United States,Seattle,Software,TRUE,M,Hindawi,David
2405,1100,Technology,Huang Shan,52,China,Shenzhen,Software,TRUE,M,Huang,Shan
2405,1100,Technology,Huang Xiaofen & family,61,China,Shenzhen,Printed circuit boards,TRUE,F,Huang,Xiaofen
2405,1100,Automotive,Hiroshi Ishibashi,76,Japan,Tokyo,Tires,FALSE,M,Ishibashi,Hiroshi
2405,1100,Gambling & Casinos,Masayuki Ishihara,74,Japan,Tokyo,Pachinko machines,FALSE,M,Ishihara,Masayuki
2405,1100,Finance & Investments,Chatchai Kaewbootta,71,Thailand,Bangkok,Auto loans,TRUE,M,Kaewbootta,Chatchai
2405,1100,Finance & Investments,Nikhil Kamath,36,India,Bangalore,Financial services,TRUE,M,Kamath,Nikhil
2405,1100,Finance & Investments,Jonas Kamprad,57,United Kingdom,London,IKEA,FALSE,M,Kamprad,Jonas
2405,1100,Finance & Investments,Mathias Kamprad,53,United Kingdom,London,IKEA,FALSE,M,Kamprad,Mathias
2405,1100,Finance & Investments,Peter Kamprad,59,Belgium,Tervuren,IKEA,FALSE,M,Kamprad,Peter
2405,1100,Service,Fumio Kaneko,66,Japan,Kobe,Waste management,TRUE,M,Kaneko,Fumio
2405,1100,Automotive,Sunjay Kapur,51,India,Delhi,Auto parts,FALSE,M,Kapur,Sunjay
2405,1100,Energy,Ali Metin Kazanci,88,Turkey,Istanbul,Energy,TRUE,M,Kazanci,Ali Metin
2405,1100,Healthcare,Kangbao Ke & family,60,China,Guangzhou,Retailing,TRUE,M,Ke,Kangbao
2405,1100,Sports,Carsten Koerl,58,Switzerland,Zurich,Sports data,TRUE,M,Koerl,Carsten
2405,1100,Technology,Koo Bon-sik,64,South Korea,Seoul,LG,FALSE,M,Koo,Bon-sik
2405,1100,Energy,Andrei Kosogov,62,Russia,Moscow,Banking,TRUE,M,Kosogov,Andrei
2405,1100,Manufacturing,Yogesh Kothari,74,India,Mumbai,Specialty chemicals,TRUE,M,Kothari,Yogesh
2405,1100,Healthcare,Arvind Lal,73,India,Delhi,Medical diagnostics,FALSE,M,Lal,Arvind
2405,1100,Gambling & Casinos,Manuel Lao Hernández,78,Spain,Matadepera,Casinos,TRUE,M,Lao Hernández,Manuel
2405,1100,Construction & Engineering,Lee Joong-keun,82,South Korea,Seoul,"Construction, real estate",TRUE,M,Lee,Joong-keun
2405,1100,Finance & Investments,Nancy Lerner,62,United States,Cleveland,"Banking, credit cards",FALSE,F,Lerner,Nancy
2405,1100,Finance & Investments,Norma Lerner,87,United States,Cleveland,Banking,FALSE,F,Lerner,Norma
2405,1100,Finance & Investments,Randolph Lerner,61,United States,Cleveland,"Banking, credit cards",FALSE,M,Lerner,Randolph
2405,1100,Healthcare,Lin Zhijun,47,China,Xiamen,Medical devices,TRUE,M,Lin,Zhijun
2405,1100,Healthcare,Lin Zhixiong & family,49,China,Xiamen,Medical devices,TRUE,M,Lin,Zhixiong
2405,1100,Manufacturing,Jeffrey Lorberbaum,68,United States,Chattanooga,Flooring,FALSE,M,Lorberbaum,Jeffrey
2405,1100,Telecom,Lu Rongfu,52,China,Xiamen,Telecommunication,TRUE,M,Lu,Rongfu
2405,1100,Fashion & Retail,Lyu Yixiong,60,China,Shanghai,Cosmetics,TRUE,M,Lyu,Yixiong
2405,1100,Technology,Soichiro Minami,46,Japan,Tokyo,Internet and software,TRUE,M,Minami,Soichiro
2405,1100,Automotive,Pawan Munjal,68,India,Delhi,Two wheelers,FALSE,M,Munjal,Pawan
2405,1100,Automotive,Renu Munjal,68,India,Delhi,Two wheelers,FALSE,F,Munjal,Renu
2405,1100,Automotive,Suman Munjal,70,India,Delhi,Motorcycles,FALSE,M,Munjal,Suman
2405,1100,Energy,Dmitry Nikolaev,56,Russia,Kemerovo,Coal,TRUE,M,Nikolaev,Dmitry 
2405,1100,Automotive,Sjamsul Nursalim,81,Singapore,Singapore,"Tires, retail",FALSE,M,Nursalim,Sjamsul
2405,1100,Fashion & Retail,Adrian Paval,54,Romania,Bacau,Retail,TRUE,M,Paval,Adrian
2405,1100,Diversified,Antonio Percassi,69,Italy,Bergamo,"Real estate, diversified",TRUE,M,Percassi,Antonio
2405,1100,Fashion & Retail,Kevin Plank,50,United States,Lutherville-Timonium,Under Armour,TRUE,M,Plank,Kevin
2405,1100,Healthcare,G.V. Prasad,62,India,Hyderabad,Pharmaceuticals,FALSE,M,Prasad,G.V.
2405,1100,Healthcare,Pu Zhongjie & family,60,China,Beijing,Medical equipment,TRUE,M,Pu,Zhongjie
2405,1100,Healthcare,Rao Wei & family,58,China,Shenzhen,Pharmaceuticals,TRUE,M,Rao,Wei
2405,1100,Service,Helena Revoredo,76,Spain,Madrid,Security services,FALSE,F,Revoredo,Helena
2405,1100,Finance & Investments,Matthew Roszak,50,United States,Chicago,Cryptocurrency,TRUE,M,Roszak,Matthew
2405,1100,Technology,Paul Sciarra,42,United States,San Francisco,Pinterest,TRUE,M,Sciarra,Paul
2405,1100,Finance & Investments,Rajesh Sharma,53,India,Mumbai,Finance,FALSE,M,Sharma,Rajesh
2405,1100,Energy,Dean Solon,58,United States,Gallatin,Solar systems,TRUE,M,Solon,Dean
2405,1100,Finance & Investments,Michael Spencer,67,United Kingdom,"London, Suffolk",Stock exchange,TRUE,M,Spencer,Michael
2405,1100,Finance & Investments,Joseph Steinberg,79,United States,New York,Investments,TRUE,M,Steinberg,Joseph
2405,1100,Food & Beverage,Zachary Stern,41,United States,Jackson,Liquor,FALSE,M,Stern,Zachary
2405,1100,Manufacturing,Manny Stul,73,Australia,Melbourne,Toys,TRUE,M,Stul,Manny
2405,1100,Technology,Sun Hongjun,49,China,Shanghai,Semiconductors,TRUE,M,Sun,Hongjun
2405,1100,Manufacturing,Sun Weijie,59,China,Yantai,Oilfield equipment,TRUE,M,Sun,Weijie
2405,1100,Technology,Sehat Sutardja,61,United States,Las Vegas,Semiconductors,TRUE,M,Sutardja,Sehat
2405,1100,Media & Entertainment,Min-Liang Tan,45,Singapore,Singapore,gaming,TRUE,M,Tan,Min-Liang
2405,1100,Fashion & Retail,Tan Yu Yeh,52,Malaysia,Selangor,Retail,TRUE,M,Tan,Yu Yeh
2405,1100,Automotive,Tang Aoqi & family,77,China,Changzhou,Auto parts,TRUE,M,Tang,Aoqi
2405,1100,Manufacturing,Vonnarat Tangkaravakoon,51,Thailand,Bangkok,"Wire & cables, paints",FALSE,M,Tangkaravakoon,Vonnarat
2405,1100,Food & Beverage,Tsao Ter-fung,76,Taiwan,Taipei,Food,TRUE,M,Tsao,Ter-fung
2405,1100,Manufacturing,Tung Ching Sai,58,China,Dongguan,Manufacturing,TRUE,M,Tung,Ching Sai
2405,1100,Technology,Arkady Volozh,59,Israel,Tel Aviv,Search engine,TRUE,M,Volozh,Arkady
2405,1100,Manufacturing,Peter-Alexander Wacker,71,Germany,Starnberg,Chemicals,FALSE,M,Wacker,Peter-Alexander
2405,1100,Food & Beverage,Wan Long,82,China,Luohe,Food,TRUE,M,Wan,Long
2405,1100,Diversified,Wang Han,35,China,Shanghai,Airline,FALSE,M,Wang,Han
2405,1100,Media & Entertainment,Lars Wingefors,46,Sweden,Karlstad,Video games,TRUE,M,Wingefors,Lars
2405,1100,Manufacturing,Allan Wong,73,Hong Kong,Hong Kong,Electronics,TRUE,M,Wong,Allan
2405,1100,Sports,Tiger Woods,47,United States,Jupiter Island,Golf,TRUE,M,Woods,Tiger
2405,1100,Fashion & Retail,Horst Wortmann,81,Germany,Detmold,Footwear,TRUE,M,Wortmann,Horst
2405,1100,Telecom,Wu Kaiting,53,China,Xiamen,Electronics,TRUE,M,Wu,Kaiting
2405,1100,Manufacturing,Wu Li-gann,82,Taiwan,Kaohsiung,Electronic components,TRUE,M,Wu,Li-gann
2405,1100,Food & Beverage,Wu Xiangdong,54,China,Beijing,Consumer,TRUE,M,Wu,Xiangdong
2405,1100,Healthcare,Xiu Laigui,68,China,Tonghua,Pharmaceuticals,TRUE,M,Xiu,Laigui
2405,1100,Healthcare,Xu Jiangnan,61,China,Leping,Vitamins,TRUE,M,Xu,Jiangnan
2405,1100,Telecom,Xue Jiping,72,China,Nantong,Cable,TRUE,M,Xue,Jiping
2405,1100,Manufacturing,Yao Hsiao Tung,83,Singapore,Singapore,Manufacturing,TRUE,M,Yao,Hsiao Tung
2405,1100,Technology,Ye Qiongjiu,68,China,Hangzhou,Software,TRUE,F,Ye,Qiongjiu
2405,1100,Food & Beverage,Yanqiao Ye,53,China,Foshan,Soy sauce,TRUE,M,Ye,Yanqiao
2405,1100,Manufacturing,Yeh Kuo-I,81,Blank,Blank,Manufacturing,TRUE,M,Yeh,Kuo-I
2405,1100,Media & Entertainment,Yu Faxiang,51,China,Shaoxing,"Tourism, cultural industry",TRUE,M,Yu,Faxiang
2405,1100,Metals & Mining,Zeng Chaolin,40,China,Yongzhou,Aluminium,FALSE,M,Zeng,Chaolin
2405,1100,Construction & Engineering,Kapeng Zhang,58,China,Linhai,Building materials,TRUE,M,Zhang,Kapeng
2405,1100,Fashion & Retail,Zhang Xuansong,51,China,Fuzhou,Supermarkets,TRUE,M,Zhang,Xuansong
2405,1100,Food & Beverage,Zhang Xuewu,48,China,Changsha,Snacks,TRUE,M,Zhang,Xuewu
2405,1100,Technology,Zhu Yiming,50,China,Beijing,Semiconductors,TRUE,M,Zhu,Yiming
2405,1100,Manufacturing,Zhu Zhaojiang,49,China,Shenzhen,Smartphones,TRUE,M,Zhu,Zhaojiang
2405,1100,Manufacturing,Zhuo Jun,57,Hong Kong,Hong Kong,Printed circuit boards,FALSE,F,Zhuo,Jun
2540,1000,Food & Beverage,Manohar Lal Agarwal,68,India,Delhi,Snacks,FALSE,M,Agarwal,Manohar Lal
2540,1000,Finance & Investments,Christian Angermayer,44,United Kingdom,London,Investments,TRUE,M,Angermayer,Christian
2540,1000,Fashion & Retail,Ryuji Arai,76,Japan,Tokyo,Retail,TRUE,M,Arai,Ryuji
2540,1000,Healthcare,Anna Maria Braun,44,Germany,Melsungen,Medical technology,FALSE,F,Braun,Anna Maria
2540,1000,Healthcare,Johanna Braun,43,Germany,Melsungen,Medical technology,FALSE,F,Braun,Johanna
2540,1000,Healthcare,Karl Friedrich Braun,40,Germany,Melsungen,Medical technology,FALSE,M,Braun,Karl Friedrich
2540,1000,Healthcare,Ludwig Theodor Braun,33,Germany,Melsungen,Medical technology,FALSE,M,Braun,Ludwig Theodor
2540,1000,Diversified,Ana Maria Brescia Cafferata,98,Peru,Lima,"Mining, banking",FALSE,F,Brescia Cafferata,Ana Maria
2540,1000,Media & Entertainment,Jimmy Buffett,76,United States,Palm Beach,"Entertainment, Margaritaville",TRUE,M,Buffett,Jimmy
2540,1000,Gambling & Casinos,Hideyuki Busujima,70,Japan,Tokyo,Pachinko machines,FALSE,M,Busujima,Hideyuki
2540,1000,Finance & Investments,Edouard Carmignac,75,France,Paris,Asset management,TRUE,M,Carmignac,Edouard
2540,1000,Logistics,Chang Kuo-Ming,0,Taiwan,Taipei,Transportation,FALSE,M,Chang,Kuo-Ming
2540,1000,Manufacturing,Chen Jiancheng,64,China,Shangyu,Manufacturing,TRUE,M,Chen,Jiancheng
2540,1000,Media & Entertainment,Rui Chen,45,China,Shanghai,Online entertainment,TRUE,M,Chen,Rui
2540,1000,Manufacturing,Chen Shiliang,59,China,Tongxiang,Polyester,TRUE,M,Chen,Shiliang
2540,1000,Technology,Tianqiao Chen,49,United States,Atherton,Online games,TRUE,M,Chen,Tianqiao
2540,1000,Energy,Yuantai Chen,55,China,Ningde,Batteries,TRUE,M,Chen,Yuantai
2540,1000,Food & Beverage,Cheng Antares,65,Hong Kong,Hong Kong,Liquor,TRUE,M,Cheng,Antares
2540,1000,Manufacturing,Kochouseph Chittilappilly,72,India,Kochi,Electrical appliances,TRUE,M,Chittilappilly,Kochouseph
2540,1000,Real Estate,John Christodoulou,57,Monaco,Monaco,Real estate,TRUE,M,Christodoulou,John
2540,1000,Finance & Investments,Pollyanna Chu,64,Hong Kong,Hong Kong,"Financial services, property",TRUE,F,Chu,Pollyanna
2540,1000,Diversified,Turgay Ciner,67,Turkey,Istanbul,Diversified,TRUE,M,Ciner,Turgay
2540,1000,Technology,Benoit Dageville,56,United States,San Carlos,Software,TRUE,M,Dageville,Benoit
2540,1000,Real Estate,Mark Dixon,63,Monaco,Monaco,Office real estate,TRUE,M,Dixon,Mark
2540,1000,Technology,Du Yulin & family,50,China,Guangzhou,Software,TRUE,M,Du,Yulin
2540,1000,Healthcare,Feng Yuxia,58,China,Beijing,Pharmaceuticals,TRUE,F,Feng,Yuxia
2540,1000,Healthcare,Benedicte Find,68,Denmark,Copenhagen,Medical devices,FALSE,F,Find,Benedicte
2540,1000,Fashion & Retail,William Fisher,66,United States,San Francisco,Gap,FALSE,M,Fisher,William
2540,1000,Manufacturing,Gao Yunfeng,56,China,Shenzhen,Industrial lasers,TRUE,M,Gao,Yunfeng
2540,1000,Real Estate,Jianming Geng,60,China,Langfang,Real estate,TRUE,M,Geng,Jianming
2540,1000,Finance & Investments,Sven Hagströmer,79,Sweden,Stockholm,Financial services,TRUE,M,Hagströmer,Sven
2540,1000,Service,Clelia Haji-Ioannou,52,Monaco,Monte Carlo,EasyJet,FALSE,F,Haji-Ioannou,Clelia
2540,1000,Service,Stelios Haji-Ioannou,56,Monaco,Monte Carlo,EasyJet,FALSE,M,Haji-Ioannou,Stelios
2540,1000,Manufacturing,Hang Hong,55,China,Wuxi,Machinery,TRUE,F,Hang,Hong
2540,1000,Manufacturing,He Yamin & family,66,China,Chengdu,Manufacturing,TRUE,M,He,Yamin
2540,1000,Energy,Ghan Djoe Hiang,79,Indonesia,Jakarta,Coal,FALSE,F,Hiang,Ghan Djoe
2540,1000,Technology,Hong Feng,46,China,Beijing,Smartphones,TRUE,M,Hong,Feng
2540,1000,Fashion & Retail,Hong Seok-joh,70,South Korea,Seoul,Convenience stores,FALSE,M,Hong,Seok-joh
2540,1000,Healthcare,Hu Gengxi & family,59,China,Shanghai,Bio-Pharma,TRUE,M,Hu,Gengxi
2540,1000,Technology,Danilo Iervolino,45,Italy,Rome,Online universities,TRUE,M,Iervolino,Danilo
2540,1000,Finance & Investments,Hedda im Brahm-Droege,68,Germany,Dusseldorf,Investments,TRUE,F,im Brahm-Droege,Hedda
2540,1000,Manufacturing,Inder Jaisinghani,70,India,Mumbai,Cables & wires,TRUE,M,Jaisinghani,Inder 
2540,1000,Sports,LeBron James,38,United States,Los Angeles,Basketball,TRUE,M,James,LeBron
2540,1000,Fashion & Retail,Johan Johannson,56,Norway,Oslo,Grocery stores,FALSE,M,Johannson,Johan
2540,1000,Technology,Morris Kahn,93,Israel,Beit Yanay,Software,TRUE,M,Kahn,Morris
2540,1000,Manufacturing,Ashok Kajaria,75,India,Delhi,Tiles,TRUE,M,Kajaria,Ashok
2540,1000,Finance & Investments,Marcelo Kalim,53,Brazil,Sao Paulo,Banking,TRUE,M,Kalim,Marcelo
2540,1000,Sports,Ken Kendrick,79,United States,Paradise Valley,"Banking, sports team",TRUE,M,Kendrick,Ken
2540,1000,Technology,Brad Keywell,53,United States,Chicago,"Software, investments",TRUE,M,Keywell,Brad
2540,1000,Energy,Muhammed Aziz Khan,68,Singapore,Singapore,Power,TRUE,M,Khan,Muhammed Aziz
2540,1000,Fashion & Retail,Kim Jung-woong,48,South Korea,Seoul,Cosmetics,TRUE,M,Kim,Jung-woong
2540,1000,Diversified,Ihor Kolomoyskyy,60,Ukraine,Kiev,"Banking, investments",TRUE,M,Kolomoyskyy,Ihor
2540,1000,Real Estate,Kong Jian Min,55,China,Guangzhou,Real estate,TRUE,M,Kong,Jian Min
2540,1000,Manufacturing,Koo Bon-neung,74,South Korea,Seoul,Electronics,FALSE,M,Koo,Bon-neung
2540,1000,Real Estate,Michael Kum,78,Singapore,Singapore,Hotels,TRUE,M,Kum,Michael
2540,1000,Real Estate,Richard Kurtz,82,United States,Palm Beach,Real estate,TRUE,M,Kurtz,Richard
2540,1000,Finance & Investments,Lev Kvetnoi,57,Russia,Moscow,Cement,TRUE,M,Kvetnoi,Lev
2540,1000,Finance & Investments,Michiel Le Roux,73,South Africa,Stellenbosch,Banking,TRUE,M,Le Roux,Michiel
2540,1000,Technology,Li Wanqiang,45,China,Beijing,Smartphones,TRUE,M,Li,Wanqiang
2540,1000,Fashion & Retail,Liu Baolin,69,China,Wuhan,Pharmacies,TRUE,M,Liu,Baolin
2540,1000,Healthcare,Loo Choon Yong,74,Singapore,Singapore,Healthcare,TRUE,M,Loo,Choon Yong
2540,1000,Technology,Lu Yonghua & family,59,China,Shanghai,Electronics,TRUE,M,Lu,Yonghua
2540,1000,Manufacturing,Ma Xiuhui,52,China,Shanghai,LED lighting,TRUE,F,Ma,Xiuhui
2540,1000,Technology,Apoorva Mehta,36,United States,San Francisco,Grocery delivery service,TRUE,M,Mehta,Apoorva
2540,1000,Manufacturing,Gabriella Meister,0,Germany,Landsberg am Lech,Appliances,FALSE,F,Meister,Gabriella
2540,1000,Manufacturing,Ulrike Meister,56,Germany,Landsberg,Appliances,FALSE,F,Meister,Ulrike
